ID,CD_Account,Education,Personal_Loan,CCAvg,Mortgage,Age,Income
131,0,1,0,1.5,276,28,81
132,1,2,1,7.2,0,58,149
133,0,3,0,5.6,0,31,51
134,0,2,0,1.1,0,30,39
135,0,2,0,1.8,0,53,98
136,0,1,0,2.1,0,58,45
137,0,2,0,2.5,0,59,49
138,0,1,0,0.4,0,49,128
139,1,1,0,1.5,0,59,42
140,0,3,0,1.2,0,59,18
141,0,3,0,0.4,161,51,31
142,0,1,0,2.0,149,35,58
143,0,3,0,2.1,0,33,48
144,0,1,0,1.6,0,25,54
145,0,2,0,1.5,0,49,70
146,0,1,0,7.4,0,59,124
147,0,2,0,2.666666667,0,46,84
148,0,3,0,3.6,188,50,83
149,0,1,0,0.4,116,52,163
150,0,2,0,2.2,0,48,42
151,1,1,0,7.5,0,46,118
152,0,3,1,6.5,0,26,132
153,0,1,0,1.3,0,57,24
154,1,1,0,1.0,0,60,22
155,0,3,0,1.3,0,54,58
156,0,1,0,1.6,0,24,60
157,0,1,0,0.4,0,26,15
158,0,1,0,2.666666667,0,41,83
159,0,3,0,1.5,0,32,79
160,0,2,0,1.7,0,61,41
161,0,3,1,6.5,0,29,134
162,0,1,0,2.8,0,61,80
163,0,1,0,2.0,0,38,52
164,0,1,0,2.6,0,28,70
165,0,1,0,1.1,0,53,92
166,0,1,0,1.5,0,27,43
167,0,2,0,1.0,0,25,21
168,0,3,0,0.9,0,33,23
169,0,1,0,1.0,0,50,13
170,0,3,0,2.1,0,27,112
171,0,1,0,2.0,0,27,138
172,0,1,0,0.4,0,52,11
173,0,1,0,7.8,0,38,171
174,0,1,0,1.5,0,58,42
175,0,2,1,7.9,0,42,168
176,0,2,0,1.1,0,45,85
177,0,2,0,1.0,135,52,44
178,0,2,0,1.8,244,29,65
179,0,1,0,0.2,0,53,24
180,0,1,0,0.1,0,62,11
181,0,3,0,1.0,164,51,38
182,0,2,0,0.7,81,36,10
183,0,1,0,1.5,0,24,135
184,0,1,1,4.1,0,29,148
185,0,2,0,1.5,0,52,63
186,0,3,0,1.0,0,39,115
187,0,1,0,0.3,0,48,45
188,0,3,1,1.9,315,46,159
189,0,1,0,2.1,122,64,169
190,0,1,0,1.4,0,55,112
191,0,1,0,4.3,0,60,93
192,0,3,0,0.3,140,51,29
193,0,2,0,2.666666667,0,50,85
194,0,1,0,0.6,0,48,21
195,0,1,0,6.8,0,53,144
196,0,1,0,1.0,95,34,13
197,0,1,0,5.0,0,48,165
198,0,1,0,0.7,89,55,9
199,0,1,0,0.0,90,27,59
200,1,3,1,5.1,0,36,158
201,0,3,0,1.9,0,32,29
202,0,3,0,1.4,0,35,20
203,0,2,0,2.0,0,30,68
204,0,1,0,2.2,0,58,65
205,0,2,0,1.9,105,56,61
206,0,2,0,1.4,100,38,91
207,0,1,0,1.0,0,49,31
208,0,2,0,0.1,0,34,71
209,0,1,0,2.666666667,0,40,73
210,1,1,1,3.1,282,64,172
211,0,1,0,0.0,0,51,20
212,0,1,0,0.2,0,44,55
213,0,1,0,1.7,209,46,69
214,0,1,0,7.4,0,57,155
215,0,2,0,1.9,0,54,94
216,0,1,0,0.0,249,38,92
217,0,1,0,0.6,0,27,125
218,0,1,0,3.0,0,39,74
219,0,3,0,0.3,0,44,72
220,0,3,0,2.2,0,56,61
221,0,1,0,0.3,0,32,25
222,0,2,0,1.7,0,45,83
223,0,1,0,2.5,0,26,104
224,0,3,0,1.0,0,55,41
225,0,3,0,1.8,91,52,58
226,0,3,0,1.5,0,39,93
227,0,2,0,1.7,0,24,39
228,1,1,0,7.5,0,47,148
229,1,3,0,1.9,98,47,53
230,0,1,0,1.7,145,48,71
231,0,2,0,2.8,0,47,92
232,0,3,0,2.1,0,35,61
233,0,2,0,2.5,135,46,38
234,0,1,0,1.7,0,62,58
235,0,2,0,0.8,150,26,80
236,0,3,0,1.8,0,38,71
237,0,3,0,0.5,0,43,89
238,0,3,0,1.8,0,62,83
239,0,1,0,0.2,0,57,28
240,0,2,0,1.7,0,28,52
241,0,1,0,1.2,169,51,70
242,0,3,0,1.4,0,48,71
243,0,3,0,3.7,280,41,75
244,1,3,1,7.9,99,65,170
245,0,1,0,0.8,78,41,78
246,0,2,0,1.0,0,35,25
247,0,3,0,0.6,0,38,60
248,1,2,1,2.7,111,53,120
249,0,1,0,1.4,264,55,99
250,0,3,0,2.6,113,26,55
251,0,2,0,1.0,117,30,29
252,0,2,1,6.2,325,54,170
253,0,1,0,2.2,0,65,53
254,0,1,0,0.0,0,47,138
255,0,3,1,3.9,121,65,134
256,0,3,0,0.7,138,66,42
257,0,3,0,2.3,0,26,99
258,0,1,0,0.5,0,66,18
259,0,1,0,0.3,0,35,24
260,0,1,0,1.4,77,56,55
261,0,1,0,0.0,0,51,58
262,0,3,1,1.2,251,42,111
263,1,3,0,0.3,0,49,33
264,0,2,0,1.8,112,27,74
265,0,1,0,0.7,0,45,38
266,0,3,0,0.6,98,49,23
267,0,1,0,1.5,0,63,61
268,0,1,0,2.9,138,47,81
269,0,1,0,2.5,0,64,129
270,0,3,0,0.75,0,43,33
271,0,1,0,2.2,0,60,63
272,0,2,0,1.4,0,40,70
273,0,1,0,0.2,158,29,45
274,0,3,0,0.5,0,41,65
275,0,1,0,2.2,0,30,74
276,0,3,0,1.8,0,49,50
277,0,3,0,0.5,109,30,22
278,0,3,0,1.0,0,29,30
279,0,1,0,1.0,0,50,21
280,0,1,0,3.9,0,39,155
281,0,3,0,2.1,164,33,64
282,0,3,0,2.6,0,57,65
283,0,3,0,0.7,0,34,71
284,0,2,0,0.5,0,61,40
285,0,3,0,0.5,0,44,69
286,0,2,0,2.333333333,0,40,69
287,0,2,0,0.6,131,51,45
288,0,2,0,0.7,0,37,62
289,1,3,1,4.3,391,44,172
290,0,2,0,1.0,0,42,24
291,0,1,0,4.9,0,51,80
292,0,2,0,0.666666667,88,43,8
293,0,1,0,0.8,129,30,38
294,0,3,0,2.6,0,45,93
295,0,1,0,2.0,0,35,55
296,0,3,0,1.7,0,60,64
297,0,1,0,0.0,0,34,122
298,0,3,0,1.4,0,55,70
299,0,1,0,3.2,0,43,81
300,1,3,1,5.5,0,41,159
301,0,1,0,1.3,0,34,70
302,0,1,0,6.9,196,65,150
303,0,1,0,7.5,0,45,152
304,0,1,1,3.0,617,49,195
305,0,1,0,0.1,0,48,22
306,0,1,0,1.3,123,60,22
307,0,1,0,0.8,0,55,79
308,0,3,0,1.4,0,42,33
309,1,1,0,4.333333333,0,32,128
310,0,1,0,3.8,0,62,91
311,0,1,0,0.9,0,57,39
312,0,1,0,7.3,167,52,121
313,0,3,0,0.666666667,0,36,21
314,0,1,0,2.3,0,34,41
315,0,3,0,0.7,0,63,45
316,0,3,0,0.3,0,24,51
317,0,2,1,1.6,0,57,165
318,0,2,1,4.2,0,40,119
319,0,3,0,1.8,190,27,110
320,0,2,0,0.7,0,65,20
321,0,2,0,0.8,248,60,64
322,0,2,1,4.4,82,44,101
323,1,1,1,3.9,0,63,101
324,0,1,1,4.4,0,59,99
325,0,1,1,6.1,0,56,158
326,0,2,0,1.9,0,54,89
327,1,3,0,1.3,0,52,80
328,0,1,0,2.0,402,58,114
329,0,2,0,0.5,0,60,49
330,0,1,0,6.333333333,0,28,191
331,0,2,0,1.0,0,54,78
332,0,1,0,1.0,0,32,28
333,0,2,0,0.8,0,59,42
334,0,1,0,2.5,0,63,140
335,0,2,0,1.3,0,48,45
336,1,1,0,0.3,360,56,122
337,0,2,0,2.6,0,36,65
338,0,3,0,1.4,0,57,68
339,0,1,0,2.0,392,29,153
340,0,2,0,1.4,0,39,89
341,0,1,0,2.6,0,59,91
342,0,2,0,2.0,185,31,55
343,0,1,0,3.3,0,43,118
344,0,3,0,0.666666667,103,35,22
345,0,3,0,1.4,138,54,63
346,0,2,0,0.5,78,51,12
347,0,2,0,2.7,0,44,50
348,1,3,0,1.6,0,25,43
349,1,1,1,6.6,0,40,173
350,0,1,1,3.0,132,26,60
351,0,3,0,1.0,0,39,113
352,0,2,1,5.3,0,28,155
353,0,2,0,1.0,0,52,91
354,0,2,0,1.1,0,53,55
355,0,1,0,1.4,419,44,173
356,0,3,0,0.3,0,43,71
357,0,3,0,0.4,88,56,24
358,0,2,0,2.0,81,38,42
359,0,1,0,4.333333333,0,30,141
360,0,3,0,1.9,0,32,32
361,0,1,0,1.3,0,35,55
362,0,1,0,7.5,0,43,153
363,0,1,0,1.4,270,58,113
364,0,2,0,1.7,0,25,30
365,0,3,0,1.0,148,54,29
366,0,2,1,6.8,466,57,174
367,0,3,0,0.3,0,50,35
368,0,2,0,2.0,175,32,98
369,0,3,0,1.0,159,63,30
370,0,1,0,1.94,0,31,58
371,0,1,0,1.0,147,36,25
372,0,1,0,0.7,0,58,19
373,0,2,0,0.7,174,56,44
374,0,1,0,1.0,111,49,20
375,0,1,0,3.1,220,30,98
376,0,1,0,1.6,0,33,90
377,0,1,0,0.7,0,45,61
378,0,2,0,2.0,0,30,40
379,0,3,0,2.1,0,47,38
380,0,2,0,1.7,0,25,28
381,0,3,0,1.5,0,63,34
382,0,3,0,2.3,0,55,73
383,0,1,1,2.0,0,65,133
384,0,1,0,0.2,0,44,53
385,0,3,0,0.6,0,51,21
386,0,1,0,0.9,0,35,40
387,0,2,0,1.7,0,30,41
388,0,2,0,1.8,0,31,82
389,0,3,1,3.4,0,54,100
390,0,1,0,7.0,0,45,155
391,0,1,0,0.2,0,45,45
392,0,3,0,0.3,0,58,9
393,0,3,0,1.8,0,54,48
394,1,3,0,0.1,109,53,18
395,0,1,0,3.4,0,33,80
396,0,1,0,2.8,0,60,64
397,0,1,0,0.1,0,50,29
398,0,2,0,0.7,0,26,48
399,0,1,0,0.4,0,54,23
400,0,1,0,0.2,0,28,84
401,0,1,1,6.6,0,36,179
402,0,2,0,1.5,112,29,30
403,1,1,0,4.9,133,54,93
404,0,2,0,1.9,0,55,39
405,0,2,0,0.5,182,61,60
406,1,1,0,3.8,290,36,133
407,0,1,0,2.4,0,45,125
408,0,3,0,1.8,0,64,58
409,0,1,0,2.8,0,60,89
410,0,2,0,2.666666667,125,49,82
411,0,1,0,3.3,0,47,110
412,0,3,0,2.3,0,60,54
413,0,3,0,1.9,0,45,89
414,0,1,0,2.3,0,32,42
415,0,2,0,1.9,0,52,41
416,0,2,0,1.0,124,35,38
417,0,1,0,0.4,0,40,85
418,0,2,0,1.0,0,53,83
419,0,3,0,1.0,0,27,33
420,0,1,0,2.1,0,58,50
421,0,3,0,3.6,0,47,58
422,0,2,1,3.1,0,28,115
423,1,1,0,6.3,0,46,145
424,0,1,0,7.5,0,43,161
425,0,1,0,0.2,0,56,38
426,0,1,0,0.8,0,28,28
427,0,1,0,2.333333333,0,42,75
428,0,1,0,1.3,116,32,35
429,0,1,0,1.0,116,62,24
430,0,2,0,0.1,0,37,78
431,0,3,0,1.3,161,51,113
432,0,1,0,2.1,224,39,75
433,0,1,0,5.7,0,43,91
434,0,1,0,0.2,141,52,31
435,0,2,0,1.8,0,30,45
436,0,1,0,0.8,0,52,80
437,0,3,0,1.4,112,61,50
438,0,2,0,1.0,0,36,31
439,1,2,1,3.8,119,58,113
440,0,1,0,0.6,0,47,29
441,0,1,0,1.5,139,64,59
442,0,2,0,1.3,0,52,43
443,0,3,1,3.0,115,58,122
444,0,1,0,1.0,0,48,29
445,0,3,0,0.0,0,64,91
446,0,3,0,2.2,0,58,65
447,0,1,0,1.0,0,47,22
448,0,3,0,1.4,0,49,71
449,0,2,0,2.0,0,31,60
450,0,3,0,2.0,0,61,60
451,0,1,0,0.3,0,51,69
452,0,3,0,1.75,89,28,48
453,0,2,0,0.2,0,39,21
454,0,2,0,2.8,0,54,53
455,0,3,0,0.9,0,50,29
456,0,2,0,2.2,0,30,60
457,0,2,0,0.5,116,64,42
458,0,3,0,0.3,0,29,69
459,0,1,0,1.0,0,48,20
460,0,1,0,3.0,458,35,200
461,0,1,0,2.1,0,60,141
462,0,1,0,3.7,0,55,81
463,0,3,1,8.3,0,29,183
464,1,2,1,5.5,0,48,149
465,0,3,1,3.6,0,43,83
466,0,2,0,1.9,172,66,35
467,0,3,0,0.9,0,25,13
468,0,1,0,2.4,0,45,39
469,0,3,0,0.5,0,34,21
470,0,3,0,0.7,0,48,10
471,0,2,0,1.8,0,32,84
472,0,1,0,0.1,161,50,30
473,0,1,0,0.3,156,43,31
474,0,2,1,1.2,547,64,182
475,0,1,0,6.9,0,60,114
476,0,2,1,6.1,0,43,152
477,0,2,0,0.8,0,60,53
478,0,2,0,0.4,78,64,24
479,0,1,0,3.3,0,44,150
480,0,1,0,6.0,470,60,132
481,0,3,0,1.6,0,54,68
482,0,1,0,1.2,0,33,53
483,1,2,1,4.6,88,56,173
484,0,2,0,1.0,0,29,30
485,0,1,0,0.2,0,25,113
486,0,2,0,0.8,0,60,15
487,0,1,0,3.7,304,55,84
488,0,2,0,1.4,0,39,88
489,0,1,0,2.8,0,37,43
490,1,3,0,2.1,0,53,43
491,0,1,0,2.7,0,34,90
492,0,1,0,0.3,104,42,34
493,0,1,0,1.3,0,60,38
494,0,1,0,1.0,0,50,173
495,0,1,0,8.0,0,41,160
496,0,2,0,0.6,0,25,44
497,0,3,0,0.4,0,50,83
498,0,3,0,2.6,0,48,94
499,0,3,0,2.1,0,32,43
500,0,2,0,1.7,0,50,42
501,0,1,0,0.3,0,59,34
502,0,2,0,1.9,0,50,39
503,0,2,0,0.1,0,44,70
504,0,3,0,1.8,185,31,39
505,0,3,0,2.0,0,40,44
506,0,2,1,3.1,0,36,69
507,0,3,0,0.9,0,51,44
508,0,3,0,0.1,0,64,32
509,0,3,0,0.7,0,47,15
510,0,1,0,6.8,112,52,118
511,0,2,0,1.3,221,51,62
512,0,2,0,2.2,0,31,82
513,0,1,0,3.0,108,39,54
514,0,3,0,2.1,0,30,48
515,0,3,0,0.3,0,27,74
516,0,3,0,1.0,211,41,113
517,0,2,0,1.7,0,53,81
518,0,2,0,1.0,169,54,43
519,0,2,0,1.8,0,28,34
520,0,3,0,2.5,105,34,48
521,0,2,0,1.2,129,61,54
522,0,2,0,1.4,0,48,75
523,0,1,0,2.8,224,36,72
524,0,1,0,0.9,0,56,39
525,0,1,0,0.2,0,24,75
526,0,1,0,2.8,179,64,79
527,0,1,0,6.333333333,271,26,205
528,0,1,0,0.1,89,33,65
529,0,1,1,0.2,378,64,122
530,0,2,0,0.8,0,39,82
531,0,1,0,0.2,0,54,21
532,1,3,0,2.1,0,32,50
533,1,1,0,2.8,113,62,39
534,0,1,0,1.9,0,27,101
535,0,3,0,0.6,0,53,41
536,0,1,0,1.94,0,51,132
537,0,2,0,2.4,176,25,43
538,0,3,1,4.9,0,44,131
539,0,2,0,0.4,76,31,11
540,0,3,0,0.3,117,57,21
541,0,3,0,2.3,314,25,109
542,0,1,0,4.333333333,0,30,141
543,0,1,0,0.1,0,40,81
544,0,1,0,2.4,90,63,54
545,0,1,0,7.8,0,35,164
546,0,1,0,0.3,87,43,28
547,0,3,0,2.6,203,27,68
548,1,3,0,2.0,180,44,44
549,0,3,0,1.4,0,49,61
550,0,2,0,1.3,0,61,35
551,0,2,0,0.3,0,60,54
552,0,1,0,0.1,0,59,14
553,0,1,0,2.2,230,28,52
554,0,1,0,0.3,0,52,101
555,0,1,0,7.2,0,28,149
556,1,1,0,0.8,137,34,35
557,0,3,0,0.3,129,60,21
558,0,1,0,1.9,0,39,118
559,0,2,0,2.0,0,30,38
560,0,1,0,0.2,138,49,24
561,0,3,0,3.7,0,43,59
562,0,3,0,1.666666667,0,63,41
563,0,2,0,0.8,0,28,85
564,0,1,0,1.0,0,51,12
565,0,3,0,0.6,152,33,32
566,0,1,0,0.8,0,55,79
567,1,3,1,3.6,0,53,175
568,0,1,0,0.9,0,34,28
569,0,1,0,0.1,161,34,41
570,0,1,0,2.1,185,40,70
571,1,2,1,6.5,485,49,161
572,0,2,0,2.2,0,35,53
573,0,1,0,3.4,0,39,128
574,0,2,0,1.0,0,55,50
575,0,2,0,2.0,0,29,80
576,0,2,0,2.7,0,54,93
577,0,3,0,0.3,0,25,48
578,0,1,0,6.8,0,52,149
579,0,2,0,2.5,0,46,49
580,0,2,0,2.7,0,57,88
581,0,3,0,0.4,0,52,22
582,0,1,0,2.2,0,28,55
583,0,3,0,0.7,155,44,72
584,0,2,0,1.7,0,24,38
585,0,1,0,3.4,300,40,114
586,0,3,0,4.0,0,34,83
587,0,1,0,0.4,0,39,101
588,0,1,0,4.9,272,50,94
589,1,1,0,2.5,0,41,40
590,0,1,0,6.0,0,31,128
591,0,3,0,2.1,0,29,39
592,0,1,0,1.0,0,30,51
593,1,3,0,2.0,0,44,79
594,0,2,0,2.2,0,33,48
595,0,1,0,0.0,144,50,85
596,0,1,0,1.8,94,42,41
597,0,3,1,3.5,0,48,152
598,0,1,0,7.2,0,24,125
599,0,3,0,0.2,90,56,11
600,0,1,0,2.5,0,28,103
601,0,1,0,0.5,0,56,141
602,0,1,0,1.4,0,58,38
603,0,1,0,0.6,0,29,135
604,0,2,0,0.5,89,63,28
605,0,1,0,2.2,240,28,70
606,0,1,0,0.2,0,57,41
607,0,2,0,0.9,208,34,81
608,0,3,1,0.1,0,28,170
609,0,2,0,1.7,0,27,55
610,0,3,0,1.5,0,37,24
611,0,2,0,1.8,275,52,81
612,0,1,0,1.8,83,49,32
613,0,1,0,1.3,0,65,129
614,0,1,0,0.9,0,60,108
615,0,1,0,8.6,0,37,180
616,0,1,0,6.9,0,63,139
617,0,3,0,1.4,0,40,33
618,0,3,0,2.6,0,46,74
619,0,3,0,0.7,115,63,42
620,0,3,0,3.0,0,57,73
621,0,2,1,2.9,0,33,115
622,0,2,0,1.8,0,41,114
623,0,1,0,1.9,131,41,92
624,0,3,0,0.3,78,44,34
625,0,2,0,1.666666667,122,33,54
626,0,3,0,1.0,211,52,64
627,0,3,0,0.2,100,30,42
628,0,1,0,2.1,0,45,70
629,0,2,0,1.3,0,49,51
630,1,1,0,2.9,218,45,71
631,0,1,0,1.3,108,32,35
632,0,2,0,1.0,0,45,40
633,0,3,1,2.7,0,57,165
634,0,3,0,1.5,0,61,18
635,1,1,0,1.4,0,57,32
636,0,1,0,0.2,169,60,35
637,0,1,0,6.1,196,40,120
638,0,3,0,0.1,0,53,31
639,0,1,0,1.5,0,42,35
640,0,3,0,0.2,0,62,32
641,0,3,0,3.7,327,43,85
642,0,1,0,7.8,0,35,139
643,0,1,0,0.3,0,50,103
644,0,1,0,1.4,0,45,152
645,0,2,0,2.0,0,52,33
646,0,2,0,2.2,322,35,84
647,0,1,0,1.7,0,58,61
648,1,1,0,2.2,123,62,64
649,0,2,0,1.3,0,50,34
650,0,3,0,2.1,0,25,82
651,0,3,1,5.1,163,47,122
652,0,1,0,1.5,131,28,58
653,0,1,0,2.8,0,34,92
654,0,2,0,2.4,205,49,78
655,0,3,1,4.2,0,54,129
656,0,3,0,0.7,0,50,13
657,0,3,0,2.8,145,37,81
658,0,3,0,0.666666667,0,38,23
659,0,3,0,0.9,0,52,35
660,0,2,0,1.7,0,63,79
661,0,1,0,3.3,0,39,165
662,0,1,0,2.8,0,63,52
663,0,2,1,2.0,0,65,185
664,0,2,0,2.2,0,46,49
665,0,3,0,1.8,227,54,64
666,0,3,0,2.0,0,54,61
667,1,1,0,2.4,0,52,112
668,0,3,0,2.0,190,63,72
669,0,1,0,0.5,0,66,18
670,0,2,0,2.5,0,56,41
671,0,1,0,2.6,239,23,61
672,1,2,1,3.0,282,65,105
673,0,1,0,0.2,0,51,23
674,0,3,0,0.5,85,34,22
675,0,1,0,2.1,0,49,59
676,0,2,0,2.0,160,29,33
677,0,3,0,0.9,103,47,11
678,0,1,0,2.8,0,46,204
679,0,3,0,1.8,207,52,61
680,0,2,0,1.8,364,55,103
681,0,1,0,1.5,0,61,51
682,0,3,1,6.0,0,34,164
683,0,2,0,0.1,0,58,12
684,0,2,0,3.6,0,40,82
685,0,1,0,2.4,449,43,164
686,0,2,0,1.666666667,0,35,48
687,0,2,0,0.6,0,24,38
688,0,2,0,1.5,0,48,65
689,0,1,0,1.9,207,44,71
690,1,1,0,0.3,0,54,18
691,0,3,0,1.6,75,59,52
692,0,2,0,2.5,113,45,48
693,0,3,0,1.0,111,26,30
694,0,3,0,2.2,107,40,40
695,0,1,0,3.8,81,32,112
696,0,1,0,1.9,0,29,115
697,0,3,0,1.0,82,51,63
698,0,3,0,3.7,0,42,85
699,0,3,0,2.5,220,64,59
700,0,3,0,0.8,91,44,68
701,0,1,0,1.8,0,37,84
702,0,3,0,0.8,0,44,62
703,0,1,1,4.0,0,35,109
704,0,1,0,7.6,92,41,141
705,0,1,0,7.4,0,56,129
706,0,2,0,0.7,0,62,30
707,0,1,0,4.7,0,58,148
708,0,2,0,0.666666667,0,47,25
709,0,1,0,1.3,115,35,21
710,0,1,0,2.2,0,29,72
711,0,3,0,0.9,87,43,59
712,0,2,0,1.8,187,62,83
713,0,2,0,0.3,0,41,10
714,0,2,0,0.6,0,34,84
715,0,2,0,2.0,0,50,98
716,1,1,0,1.0,0,47,32
717,0,2,0,0.4,161,29,31
718,0,1,0,0.5,0,59,94
719,1,3,0,0.2,137,56,21
720,0,1,0,4.4,0,61,110
721,0,3,0,2.2,0,58,38
722,0,3,0,1.4,0,49,39
723,1,2,1,1.2,0,45,132
724,0,1,0,2.6,0,50,61
725,0,1,0,2.0,0,64,92
726,0,1,0,6.1,0,39,119
727,0,1,0,2.1,0,58,53
728,0,2,0,1.3,0,62,18
729,0,2,1,4.4,0,45,114
730,0,3,0,3.0,0,58,90
731,0,1,0,7.0,205,43,140
732,0,1,0,3.3,0,28,90
733,0,1,0,1.9,0,26,85
734,0,1,0,1.2,0,49,80
735,0,1,0,1.1,0,66,53
736,0,2,0,2.2,0,33,49
737,0,3,1,3.3,0,61,152
738,0,2,1,2.8,0,64,138
739,0,2,0,2.2,0,36,80
740,0,2,0,2.4,0,49,82
741,0,1,0,8.1,0,52,195
742,0,3,0,1.2,0,61,22
743,0,1,0,2.5,0,32,81
744,1,1,0,2.2,0,61,40
745,0,1,0,2.8,0,45,154
746,0,2,0,1.1,0,30,49
747,0,2,0,3.4,0,62,85
748,1,2,0,0.1,0,57,21
749,0,1,0,1.0,0,41,14
750,0,2,0,1.6,0,58,60
751,0,1,0,4.333333333,0,29,138
752,0,3,0,1.3,355,53,98
753,0,2,0,0.6,0,64,22
754,0,2,0,1.2,0,49,49
755,1,1,0,1.9,0,38,102
756,0,2,0,0.7,0,56,45
757,0,3,0,1.3,0,56,82
758,0,2,0,1.8,0,52,81
759,0,2,0,1.5,0,64,35
760,0,2,0,1.9,0,53,59
761,0,2,0,1.1,0,29,52
762,0,1,0,0.7,166,48,84
763,0,2,0,2.7,100,32,85
764,0,1,0,0.2,0,54,65
765,0,2,0,1.7,314,37,89
766,0,1,1,1.8,0,47,109
767,0,1,0,2.8,0,37,81
768,0,3,0,1.1,108,64,38
769,0,1,0,1.7,0,43,72
770,0,2,0,2.0,119,33,78
771,0,2,1,6.9,0,26,172
